term,estimate,std_error,t_value,p_value,sample,outcome,fe,block,conf_low,conf_high
building_type::LOWRISE_MULTI:tc_female_c,-0.0116830660107759,0.0365498065146639,-0.319647821010723,0.749412848311424,pre,same,tract,bldg_year_targeting,-0.0833206867795171,0.0599545547579653
building_type::MIDRISE_MULTI:tc_female_c,0.0224481430291887,0.0529311795102918,0.424100562973926,0.671735006155915,pre,same,tract,bldg_year_targeting,-0.0812969688109833,0.126193254869361
building_type::OTHER:tc_female_c,-0.126310018833442,0.136536090827017,-0.925103524411497,0.355505403458718,pre,same,tract,bldg_year_targeting,-0.393920756854395,0.141300719187512
building_type::SMALL_MULTI_2_4:tc_female_c,-0.0329707942774027,0.0172470742192244,-1.91167463294452,0.0566778076851371,pre,same,tract,bldg_year_targeting,-0.0667750597470825,0.000833471192277169
building_type::TWIN:tc_female_c,-0.034209568861451,0.0197161152334468,-1.73510696485569,0.0835412443212558,pre,same,tract,bldg_year_targeting,-0.0728531547190067,0.00443401699610482
tc_black_c,-0.0102510694106584,0.0116106062681549,-0.882905610086415,0.377450756421942,pre,same,bg,bldg_year_targeting,-0.0330078576962419,0.0125057188749251
tc_female_c,0.00381654573325051,0.0117318545046454,0.325314785632509,0.744995270601851,pre,same,bg,bldg_year_targeting,-0.0191778890958545,0.0268109805623555
tc_black_female_c,-0.0131471195515833,0.0135953519133123,-0.967030470076314,0.333708942972911,pre,same,bg,bldg_year_targeting,-0.0397940093016754,0.0134997701985088
tc_cov_c,-0.0151623394375511,0.01013486312954,-1.49605764219524,0.134881727517146,pre,same,bg,bldg_year_targeting,-0.0350266711714495,0.00470199229634729
tenant_comp_missing,-0.000408580944693932,0.00433796515122026,-0.094187235362875,0.924974961062506,pre,same,bg,bldg_year_targeting,-0.00891099264108565,0.00809383075169778
building_type::COMMERCIAL:tc_black_c,0.282274727733907,0.114867027360307,2.4574043067075,0.01412452630936,pre,same,bg,bldg_year_targeting,0.0571353541077053,0.507414101360109
building_type::DETACHED:tc_black_c,0.0126445394301097,0.0570992677178539,0.221448364146989,0.824778169831576,pre,same,bg,bldg_year_targeting,-0.0992700252968838,0.124559104157103
building_type::HIGHRISE_MULTI:tc_black_c,0.160944064742303,0.0685382406132879,2.34823747009198,0.0190118965509791,pre,same,bg,bldg_year_targeting,0.0266091131402584,0.295279016344347
building_type::LOWRISE_MULTI:tc_black_c,0.0704503817484778,0.0243419731761017,2.8941935495042,0.00386488301726207,pre,same,bg,bldg_year_targeting,0.0227401143233184,0.118160649173637
building_type::MIDRISE_MULTI:tc_black_c,0.0293069672385734,0.0579302322550983,0.505901083039317,0.613011995431384,pre,same,bg,bldg_year_targeting,-0.0842362879814193,0.142850222458566
building_type::OTHER:tc_black_c,0.145349224302585,0.130287261248561,1.11560579990463,0.264797401454683,pre,same,bg,bldg_year_targeting,-0.110013807744595,0.400712256349765
