market_id,market_group,hhi_units_start,total_units_start,hhi_units_end,total_units_end,total_units_plot,log_hhi_units_start,log_hhi_units_end
42101004001,All tracts,79.1960004081215,990,78.4267751234717,999,999,4.37192579764776,4.36216538848391
42101004002,All tracts,20.2450491305326,809,20.2756076952579,809,809,3.00791027627953,3.00941857219141
42101004101,All tracts,28.5437419521949,1321,29.8359849735392,1453,1453,3.35143771600482,3.39571521445756
42101004102,All tracts,9.67309876171984,1557,10.2572289188846,1559,1559,2.26934870918859,2.32798271738417
42101004201,All tracts,19.4407956464626,730,23.8033237852959,774,774,2.96737372651073,3.16982522577097
42101004202,All tracts,23.1099152858435,548,23.1043898340686,552,552,3.14026175858695,3.14002263558004
42101005000,All tracts,2898.24,250,2954.31120106445,462,462,7.97185893518658,7.9910208065826
42101005400,All tracts,7327.86969921317,241,7327.86969921317,241,241,8.89944012497497,8.89944012497497
42101005500,All tracts,1045.62552061641,784,1045.82075177009,784,784,6.9523705696407,6.95255726451958
42101005600,All tracts,2152.35072406269,71,1863.90532544379,78,78,7.67431588386811,7.5304292028847
42101006000,All tracts,176.215319033814,1046,175.487721184875,1079,1079,5.17170665089099,5.16756907569972
42101006100,All tracts,43.0575245005238,337,43.7619420792645,337,337,3.76253700074633,3.77876453736809
42101006200,All tracts,27.5443586035351,747,29.4439695417099,747,747,3.31579774524915,3.38248911974782
42101006300,All tracts,150.052047118069,986,152.025303540455,990,990,5.01098221469947,5.02404697765246
42101006400,All tracts,71.9551665620873,681,72.1276692089248,681,681,4.27604323842854,4.27843773223949
42101006500,All tracts,54.5920904787347,932,55.1216636887773,932,932,3.99988900923036,4.00954280928287
42101006600,All tracts,125.88013974738,915,140.019776378119,963,963,4.83533018235908,4.94178367247678
42101006700,All tracts,37.0659982251536,1521,40.5499859300484,1521,1521,3.61270005949171,3.70253543358352
42101006900,All tracts,941.430228466419,554,942.86384548215,554,554,6.84740023857094,6.84892188777864
42101007000,All tracts,132.046840050876,755,132.748563659491,755,755,4.88315670851268,4.88845684017267
42101007101,All tracts,66.6273882669814,545,68.1087450551304,545,545,4.19911572825227,4.22110561981745
42101007102,All tracts,86.2952136837062,863,88.4703847770251,863,863,4.45777413518062,4.48266786072315
42101007200,All tracts,35.7945443218233,848,38.2976593093633,848,848,3.57779548854847,3.64538877968099
42101007300,All tracts,209.495581195056,718,197.971542842644,774,774,5.34470264699205,5.28812329734844
42101007400,All tracts,122.434658701865,1057,146.765145704366,1079,1079,4.80757748932515,4.98883366090817
42101007700,All tracts,462.651734669904,565,313.167735042735,624,624,6.13697457810961,5.74673894170509
42101007800,All tracts,116.565739635431,1486,114.744052183332,1499,1499,4.75845540257089,4.7427040147723
42101007900,All tracts,102.130992530834,1246,101.455612537629,1258,1258,4.62625622985116,4.61962138793159
42101008000,All tracts,39.5768076787885,913,41.5916267575492,931,931,3.67824328201483,3.7278988671411
42101008101,All tracts,47.3024156215805,545,50.2479338842973,550,550,3.85656136441754,3.91696942936347
42101008102,All tracts,34.061737227506,872,35.7977022136183,872,872,3.5281746788518,3.57788370736963
42101008200,All tracts,21.1133781503655,1007,23.7167754853816,1017,1017,3.04990687512874,3.16618262413755
42101008301,All tracts,306.272290711642,1009,307.195596421109,1009,1009,5.72447454520736,5.72748466660407
42101008302,All tracts,44.6950449933619,1235,51.8148487800059,1257,1257,3.79986264521482,3.94767676417213
42101008400,All tracts,40.3834094777392,915,42.4855922840335,915,915,3.69841904413303,3.7491650133736
42101008500,All tracts,27.9532470195545,1676,31.2977444039377,1703,1703,3.33053336528848,3.44354603117743
42101008601,All tracts,336.565062119611,1128,323.594664751807,1149,1149,5.81879147993339,5.77949169787848
42101008602,All tracts,218.915002295684,1056,192.024303430139,1131,1131,5.38868353710815,5.25762194438247
42101008701,All tracts,112.389944660526,1645,104.216682056017,1710,1710,4.72197447314217,4.64647221301207
42101008702,All tracts,449.970043980882,1084,296.588660974594,1568,1568,6.10918101161718,5.69234619894808
42101008801,All tracts,1491.77939646202,310,1589.30224728558,436,436,7.30772491223251,7.37105036071145
42101008802,All tracts,409.970748582011,1569,382.899530830594,1669,1669,6.01608581223126,5.94777263317718
42101009000,All tracts,203.528320888027,867,267.815260373922,1111,1111,5.31580516418248,5.59029741585281
42101009100,All tracts,854.49699075873,1227,634.881903152782,1489,1489,6.75051298090957,6.45343900230944
42101009200,All tracts,234.06226285526,881,179.708970251135,1124,1124,5.45558716054258,5.19133871046873
42101009300,All tracts,26.8680066659865,1188,38.8611111111106,1200,1200,3.29093623550592,3.65999403620936
42101009400,All tracts,196.572404034053,1055,193.375878853434,1075,1075,5.2810308318082,5.26463585369704
42101009500,All tracts,67.2105318441216,845,69.0031861629481,845,845,4.20782995912006,4.23415267980578
42101009600,All tracts,53.1423034839976,1042,53.5843885043151,1042,1042,3.97297328685169,3.98125776640469
42101009801,All tracts,731.627197323663,481,731.886532302333,481,481,6.59527109095376,6.59562549143
42101009802,All tracts,2166.14591090976,1546,1489.48419239903,1546,1546,7.68070478951634,7.30618515940755
42101010000,All tracts,51.0385713559185,742,54.6348835012822,742,742,3.93258164796921,4.00067257071115
42101010100,All tracts,23.5617869714438,1077,27.4119221049502,1085,1085,3.15962620359147,3.31097803207902
42101010200,All tracts,111.698900394713,766,112.653300520148,766,766,4.71580686175376,4.72431496534073
42101010300,All tracts,50.9652008310247,608,60.1720952546212,626,626,3.93114306318015,4.0972087108733
42101010400,All tracts,528.988195540136,946,2511.77813965335,1531,1531,6.27096611694039,7.82874620348594
